id,label
TXT1051,Lainnya
TXT1052,Lainnya
TXT1053,Tata Kelola
TXT1054,Kualitas Pangan
TXT1055,Kualitas Pangan
TXT1056,Tata Kelola
TXT1057,Distribusi
TXT1058,Anggaran
TXT1059,Kualitas Pangan
TXT1060,Anggaran
TXT1061,Lainnya
TXT1062,Tata Kelola
TXT1063,Kualitas Pangan
TXT1064,Anggaran
TXT1065,Tata Kelola
TXT1066,Distribusi
TXT1067,Tata Kelola
TXT1068,Kualitas Pangan
TXT1069,Sasaran Penerima
TXT1070,Distribusi
TXT1071,Kualitas Pangan
TXT1072,Sasaran Penerima
TXT1073,Lainnya
TXT1074,Sasaran Penerima
TXT1075,Kualitas Pangan
TXT1076,Tata Kelola
TXT1077,Politik
TXT1078,Sasaran Penerima
TXT1079,Politik
TXT1080,Ekonomi
TXT1081,Lainnya
TXT1082,Kualitas Pangan
TXT1083,Distribusi
TXT1084,Distribusi
TXT1085,Tata Kelola
TXT1086,Tata Kelola
TXT1087,Sasaran Penerima
TXT1088,Kualitas Pangan
TXT1089,Anggaran
TXT1090,Anggaran
TXT1091,Tata Kelola
TXT1092,Politik
TXT1093,Anggaran
TXT1094,Kualitas Pangan
TXT1095,Tata Kelola
TXT1096,Tata Kelola
TXT1097,Anggaran
TXT1098,Kualitas Pangan
TXT1099,Anggaran
TXT1100,Ekonomi
TXT1101,Anggaran
TXT1102,Politik
TXT1103,Tata Kelola
TXT1104,Kualitas Pangan
TXT1105,Kualitas Pangan
TXT1106,Tata Kelola
TXT1107,Lainnya
TXT1108,Distribusi
TXT1109,Kualitas Pangan
TXT1110,Politik
TXT1111,Distribusi
TXT1112,Tata Kelola
TXT1113,Kualitas Pangan
TXT1114,Kualitas Pangan
TXT1115,Anggaran
TXT1116,Distribusi
TXT1117,Distribusi
TXT1118,Kualitas Pangan
TXT1119,Ekonomi
TXT1120,Tata Kelola
TXT1121,Politik
TXT1122,Lainnya
TXT1123,Anggaran
TXT1124,Anggaran
TXT1125,Anggaran
TXT1126,Distribusi
TXT1127,Sasaran Penerima
TXT1128,Ekonomi
TXT1129,Kualitas Pangan
TXT1130,Tata Kelola
TXT1131,Anggaran
TXT1132,Anggaran
TXT1133,Lainnya
TXT1134,Lainnya
TXT1135,Kualitas Pangan
TXT1136,Politik
TXT1137,Politik
TXT1138,Distribusi
TXT1139,Sasaran Penerima
TXT1140,Politik
TXT1141,Lainnya
TXT1142,Kualitas Pangan
TXT1143,Politik
TXT1144,Kualitas Pangan
TXT1145,Kualitas Pangan
TXT1146,Politik
TXT1147,Lainnya
TXT1148,Kualitas Pangan
TXT1149,Sasaran Penerima
TXT1150,Tata Kelola
TXT1151,Distribusi
TXT1152,Politik
TXT1153,Politik
TXT1154,Tata Kelola
TXT1155,Tata Kelola
TXT1156,Kualitas Pangan
TXT1157,Tata Kelola
TXT1158,Ekonomi
TXT1159,Anggaran
TXT1160,Anggaran
TXT1161,Politik
TXT1162,Anggaran
TXT1163,Anggaran
TXT1164,Distribusi
TXT1165,Anggaran
TXT1166,Lainnya
TXT1167,Anggaran
TXT1168,Anggaran
TXT1169,Sasaran Penerima
TXT1170,Kualitas Pangan
TXT1171,Distribusi
TXT1172,Kualitas Pangan
TXT1173,Distribusi
TXT1174,Tata Kelola
TXT1175,Anggaran
TXT1176,Tata Kelola
TXT1177,Distribusi
TXT1178,Distribusi
TXT1179,Anggaran
TXT1180,Politik
TXT1181,Lainnya
TXT1182,Kualitas Pangan
TXT1183,Lainnya
TXT1184,Lainnya
TXT1185,Politik
TXT1186,Sasaran Penerima
TXT1187,Anggaran
TXT1188,Kualitas Pangan
TXT1189,Kualitas Pangan
TXT1190,Distribusi
TXT1191,Lainnya
TXT1192,Politik
TXT1193,Distribusi
TXT1194,Kualitas Pangan
TXT1195,Anggaran
TXT1196,Kualitas Pangan
TXT1197,Lainnya
TXT1198,Politik
TXT1199,Anggaran
TXT1200,Distribusi
TXT1201,Distribusi
TXT1202,Distribusi
TXT1203,Kualitas Pangan
TXT1204,Politik
TXT1205,Kualitas Pangan
TXT1206,Tata Kelola
TXT1207,Kualitas Pangan
TXT1208,Tata Kelola
TXT1209,Politik
TXT1210,Sasaran Penerima
TXT1211,Sasaran Penerima
TXT1212,Sasaran Penerima
TXT1213,Kualitas Pangan
TXT1214,Politik
TXT1215,Lainnya
TXT1216,Anggaran
TXT1217,Politik
TXT1218,Sasaran Penerima
TXT1219,Tata Kelola
TXT1220,Kualitas Pangan
TXT1221,Kualitas Pangan
TXT1222,Lainnya
TXT1223,Sasaran Penerima
TXT1224,Anggaran
TXT1225,Sasaran Penerima
TXT1226,Kualitas Pangan
TXT1227,Kualitas Pangan
TXT1228,Politik
TXT1229,Tata Kelola
TXT1230,Anggaran
TXT1231,Politik
TXT1232,Tata Kelola
TXT1233,Tata Kelola
TXT1234,Kualitas Pangan
TXT1235,Sasaran Penerima
TXT1236,Ekonomi
TXT1237,Tata Kelola
TXT1238,Sasaran Penerima
TXT1239,Kualitas Pangan
TXT1240,Anggaran
TXT1241,Ekonomi
TXT1242,Politik
TXT1243,Politik
TXT1244,Politik
TXT1245,Ekonomi
TXT1246,Sasaran Penerima
TXT1247,Distribusi
TXT1248,Lainnya
TXT1249,Anggaran
TXT1250,Distribusi
TXT1251,Lainnya
TXT1252,Kualitas Pangan
TXT1253,Kualitas Pangan
TXT1254,Distribusi
TXT1255,Kualitas Pangan
TXT1256,Sasaran Penerima
TXT1257,Anggaran
TXT1258,Kualitas Pangan
TXT1259,Politik
TXT1260,Distribusi
TXT1261,Kualitas Pangan
TXT1262,Tata Kelola
TXT1263,Lainnya
TXT1264,Anggaran
TXT1265,Kualitas Pangan
TXT1266,Politik
TXT1267,Politik
TXT1268,Kualitas Pangan
TXT1269,Sasaran Penerima
TXT1270,Politik
TXT1271,Politik
TXT1272,Kualitas Pangan
TXT1273,Kualitas Pangan
TXT1274,Anggaran
TXT1275,Lainnya
TXT1276,Anggaran
TXT1277,Lainnya
TXT1278,Tata Kelola
TXT1279,Lainnya
TXT1280,Politik
TXT1281,Lainnya
TXT1282,Anggaran
TXT1283,Lainnya
TXT1284,Tata Kelola
TXT1285,Anggaran
TXT1286,Tata Kelola
TXT1287,Kualitas Pangan
TXT1288,Politik
TXT1289,Tata Kelola
TXT1290,Anggaran
TXT1291,Lainnya
TXT1292,Kualitas Pangan
TXT1293,Tata Kelola
TXT1294,Anggaran
TXT1295,Distribusi
TXT1296,Kualitas Pangan
TXT1297,Ekonomi
TXT1298,Kualitas Pangan
TXT1299,Anggaran
TXT1300,Anggaran
TXT1301,Kualitas Pangan
TXT1302,Distribusi
TXT1303,Politik
TXT1304,Distribusi
TXT1305,Kualitas Pangan
TXT1306,Tata Kelola
TXT1307,Sasaran Penerima
TXT1308,Kualitas Pangan
TXT1309,Anggaran
TXT1310,Anggaran
TXT1311,Kualitas Pangan
TXT1312,Distribusi
TXT1313,Kualitas Pangan
TXT1314,Anggaran
TXT1315,Sasaran Penerima
TXT1316,Distribusi
TXT1317,Kualitas Pangan
TXT1318,Kualitas Pangan
TXT1319,Kualitas Pangan
TXT1320,Kualitas Pangan
TXT1321,Distribusi
TXT1322,Kualitas Pangan
TXT1323,Sasaran Penerima
TXT1324,Anggaran
TXT1325,Anggaran
TXT1326,Politik
TXT1327,Ekonomi
TXT1328,Politik
TXT1329,Kualitas Pangan
TXT1330,Anggaran
TXT1331,Lainnya
TXT1332,Kualitas Pangan
TXT1333,Distribusi
TXT1334,Distribusi
TXT1335,Tata Kelola
TXT1336,Kualitas Pangan
TXT1337,Lainnya
TXT1338,Kualitas Pangan
TXT1339,Politik
TXT1340,Lainnya
TXT1341,Politik
TXT1342,Kualitas Pangan
TXT1343,Kualitas Pangan
TXT1344,Distribusi
TXT1345,Anggaran
TXT1346,Kualitas Pangan
TXT1347,Lainnya
TXT1348,Kualitas Pangan
TXT1349,Anggaran
TXT1350,Politik
TXT1351,Tata Kelola
TXT1352,Sasaran Penerima
TXT1353,Kualitas Pangan
TXT1354,Lainnya
TXT1355,Distribusi
TXT1356,Sasaran Penerima
TXT1357,Kualitas Pangan
TXT1358,Lainnya
TXT1359,Politik
TXT1360,Sasaran Penerima
TXT1361,Sasaran Penerima
TXT1362,Anggaran
TXT1363,Sasaran Penerima
TXT1364,Tata Kelola
TXT1365,Anggaran
TXT1366,Kualitas Pangan
TXT1367,Anggaran
TXT1368,Kualitas Pangan
TXT1369,Kualitas Pangan
TXT1370,Distribusi
TXT1371,Politik
TXT1372,Lainnya
TXT1373,Politik
TXT1374,Sasaran Penerima
TXT1375,Kualitas Pangan
TXT1376,Ekonomi
TXT1377,Sasaran Penerima
TXT1378,Kualitas Pangan
TXT1379,Kualitas Pangan
TXT1380,Politik
TXT1381,Lainnya
TXT1382,Sasaran Penerima
TXT1383,Politik
TXT1384,Sasaran Penerima
TXT1385,Lainnya
TXT1386,Distribusi
TXT1387,Sasaran Penerima
TXT1388,Sasaran Penerima
TXT1389,Distribusi
TXT1390,Tata Kelola
TXT1391,Politik
TXT1392,Sasaran Penerima
TXT1393,Sasaran Penerima
TXT1394,Sasaran Penerima
TXT1395,Lainnya
TXT1396,Ekonomi
TXT1397,Kualitas Pangan
TXT1398,Distribusi
TXT1399,Lainnya
TXT1400,Lainnya
TXT1401,Sasaran Penerima
TXT1402,Sasaran Penerima
TXT1403,Sasaran Penerima
TXT1404,Distribusi
TXT1405,Lainnya
TXT1406,Sasaran Penerima
TXT1407,Kualitas Pangan
TXT1408,Lainnya
TXT1409,Distribusi
TXT1410,Tata Kelola
TXT1411,Lainnya
TXT1412,Anggaran
TXT1413,Lainnya
TXT1414,Kualitas Pangan
TXT1415,Kualitas Pangan
TXT1416,Distribusi
TXT1417,Kualitas Pangan
TXT1418,Tata Kelola
TXT1419,Sasaran Penerima
TXT1420,Politik
TXT1421,Anggaran
TXT1422,Anggaran
TXT1423,Distribusi
TXT1424,Kualitas Pangan
TXT1425,Kualitas Pangan
TXT1426,Tata Kelola
TXT1427,Politik
TXT1428,Anggaran
TXT1429,Sasaran Penerima
TXT1430,Ekonomi
TXT1431,Kualitas Pangan
TXT1432,Distribusi
TXT1433,Kualitas Pangan
TXT1434,Lainnya
TXT1435,Tata Kelola
TXT1436,Kualitas Pangan
TXT1437,Distribusi
TXT1438,Anggaran
TXT1439,Politik
TXT1440,Kualitas Pangan
TXT1441,Kualitas Pangan
TXT1442,Anggaran
TXT1443,Ekonomi
TXT1444,Distribusi
TXT1445,Tata Kelola
TXT1446,Kualitas Pangan
TXT1447,Anggaran
TXT1448,Distribusi
TXT1449,Politik
TXT1450,Kualitas Pangan
TXT1451,Lainnya
TXT1452,Sasaran Penerima
TXT1453,Politik
TXT1454,Kualitas Pangan
TXT1455,Tata Kelola
TXT1456,Anggaran
TXT1457,Distribusi
TXT1458,Ekonomi
TXT1459,Distribusi
TXT1460,Kualitas Pangan
TXT1461,Politik
TXT1462,Distribusi
TXT1463,Politik
TXT1464,Tata Kelola
TXT1465,Tata Kelola
TXT1466,Distribusi
TXT1467,Sasaran Penerima
TXT1468,Kualitas Pangan
TXT1469,Tata Kelola
TXT1470,Tata Kelola
TXT1471,Tata Kelola
TXT1472,Sasaran Penerima
TXT1473,Politik
TXT1474,Lainnya
TXT1475,Anggaran
TXT1476,Anggaran
TXT1477,Sasaran Penerima
TXT1478,Lainnya
TXT1479,Anggaran
TXT1480,Kualitas Pangan
TXT1481,Distribusi
TXT1482,Distribusi
TXT1483,Tata Kelola
TXT1484,Lainnya
TXT1485,Anggaran
TXT1486,Anggaran
TXT1487,Lainnya
TXT1488,Kualitas Pangan
TXT1489,Kualitas Pangan
TXT1490,Politik
TXT1491,Distribusi
TXT1492,Politik
TXT1493,Lainnya
TXT1494,Kualitas Pangan
TXT1495,Sasaran Penerima
TXT1496,Tata Kelola
TXT1497,Kualitas Pangan
TXT1498,Distribusi
TXT1499,Kualitas Pangan
TXT1500,Anggaran
