id,full_text,label,confidence
TXT0284,"anakku di sekolah juga dapat mbg, tapi tidak pernah di makan, bau katanya,,",Kualitas Pangan,0.5799
TXT0285,"dalam pidatonya, prabowo mengklaim program mbg sudah menyerap 290 ribu tenaga kerja baru. mbg juga diklaim sudah membawa kesejahteraan kepada satu juta petani, nelayan, peternak, serta pelaku usaha mikro, kecil, dan menengah, juga meningkatkan prestasi anak.",Ekonomi,0.9747
TXT0286,anggaran pendidikan 2025 berapa jika dibanding dengan jumlah anggaran setelah dikurangi untuk program mbg jadi besar mana,Anggaran,0.9044
TXT0287,"80 tahun merdeka, ada anak yang  tidak mendapat mbg karena tidak bisa sekolah. tapi mereka juga tidak dipelihara negara. nasib mereka terkatung2 tanpa perhatian yang  memadai .. mbg hanya menyasar anak sekolah. seperti inilah potret kehidupan keras bust mereka yang  tidak mampu.",Sasaran Penerima,0.9245
TXT0288,"penyerapan anggaran mbg baru 7%.. koq, sudah bikin proyeksi bakal melonjak hingga 240t..?",Anggaran,0.9075
TXT0289,mbg jangkauannya juga seberapa karena karena anak2 saya sekalipun didaerah perkotaan belum  pernah dapat mbg alhamdulillah sehat2,Distribusi,0.9064
TXT0290,kamu benar  jadi tni mgawas mbg kak,Lainnya,0.9257
TXT0291,"bangun sdm unggul, program mbg capai 15 juta penerima manfaat",Sasaran Penerima,0.9509
TXT0292,"waka komisi ix dpr, yahya zaini, ingatkan agar usulan tambahan anggaran rp 118 triliun untuk program makan bergizi gratis tak berujung pemborosan, tapi disertai upaya menyelesaikan akar masalah secara menyeluruh.",Anggaran,0.9086
TXT0293,"kalau kabinet nya buzzer, pengkhianat dan sarjana ijazah palsu ya beginilah jadinya negara program tidak ada yang  jalan sekalinya mau jalan, mbg makan siang sayur basi semua..",Politik,0.9147
TXT0294,"day 1 makan bergizi gratis (mbg), roti nya roti hangat ",Kualitas Pangan,0.8617
TXT0295,"mbg saja  kayaknya tidak sebesar itu biayanya per orang. penasaran juga, kira-kira siapa saja backingan beliau ini sampai terus digunakan jasanya sampai saat ini?",Anggaran,0.9059
TXT0296,pah saya mau mbg,Lainnya,0.9237
TXT0297,20% tidak ada jatah mbg!,Lainnya,0.7097
TXT0298,"padahal orang2 hebat di masa sekarang, tidak menikmati mbg di masa lampau toh matematika dan bahasa inggrisnya tidak kalah jago dari sekarang",Politik,0.922
TXT0299,335 t uang hanya untuk berakhir di jamban.. mbg program konsumtif kenapa tidak di arahkan ke sektor produktif,Anggaran,0.9024
TXT0300,"solusinya? mbg, tidak apa-apa miskin bodoh asal bahagia, bansos lebih dipuja daripada mandiri berdikari.",Politik,0.9184
TXT0301,"soalnya mbg memang  ada yang  masih rekrut2 ahli gizi sih, cuma kalau memang ada yang  sudah ada ahli gizinya kek apakah tidak bisa berbuat apa apa begitu ",Tata Kelola,0.9429
TXT0302,the best mbg di kantor so far,Lainnya,0.8483
TXT0303,program makan bergizi gratis sudah nyentuh 31 provinsi &amp; bakal nyasar ke semua anak indonesia sampai akhir 2025. langkah konkret presiden prabowo biar generasi sehat jadi nyata!,Sasaran Penerima,0.9417
TXT0304,apakah ini juga indikasi bahwa pelaksanaan atau pengadaan mbg nantinya akan di tangani oleh pihak sekolah dan tidak lagi seperti saat ini yang diserahkan pada pihak swasta/ lembaga yang mengelola dapur umum mbg?,Tata Kelola,0.9423
TXT0305,spertinya bpjs disubsidi lebih  besar lagi lebih  brmnfaat ketimbang makan gratis karena dampaknya kekinian dan real dari pada  mbg yang  efeknya jangka panjang  dan belum  tentu juga akan berdampak signifikan yang  hasilnya dlk tanda petik masih diragukan.,Tata Kelola,0.5145
TXT0306,saya kangen mbg,Lainnya,0.9237
TXT0307,iyh asal bukan mbg ya?,Lainnya,0.9239
TXT0308,"anak2 orang mampu dan menengah keatas tidak mau makanan sampah tersebut apalagi diketahui dibeberapa daerah beracun, orang tua akan melarang, di beberapa daerah para guru mengambil inisiatif jangan dibuang / mubazir tapi dikumpulkan bisa buat nargor dan lain , ini valid",Kualitas Pangan,0.8621
TXT0309,"lebih baik d tiadakn paman br tidak mnghmbur2kan uang negara ,,alamat sna sini pajak d segala  hal.. untuk  memenuhi visi misi saat kampanye. dana nya dari mana kalau bukan dari  pajak..1 porsi mbg di angka rp.15.00 berapa juta porsi per hari untuk  memenuhinya.coba pikir",Anggaran,0.9052
TXT0310,fufufafa harus sering makan mbg biar pintar  bicara  inggris,Kualitas Pangan,0.8622
TXT0311,"berhasil tingkatkan omzet dan jadi andalan pasokan mbg, supplier ikan asal kayu agung ini kembangkan usaha lewat pinjaman kur bri",Ekonomi,0.972
TXT0312,"cerita dari natuna adalah gambaran nyata bagaimana sebuah kebijakan mampu menyentuh sisi terdalam masyarakat. mbg bukan sekadar program bantuan makanan, tetapi sebuah langkah nyata dalam membangun kemandirian ekonomi rakyat. ia menyatukan negara dan rakyat dalam satu meja",Ekonomi,0.9734
TXT0313,"otak prabowo sudah rusak, sayang pada keluarga koruptor, sayang pada menteri kinerja jelek kerja 7 hari. ngakui negara israel, idola pada mustafa kamal atharuk.danantara belum apa apa biaya operasional besar diklat ke swiss program makan gratis tak merata seluruh indonesia. gila",Politik,0.8878
TXT0314,"rill, besok adekku saja  ke sekolah buag ambil mbg",Distribusi,0.9038
TXT0315,"dengan makan bergizi gratis, setiap anak indonesia bisa tumbuh jadi juara tanpa hambatan gizi",Sasaran Penerima,0.9463
TXT0316,membandingkan mbg dengan program serupa di 5 negara,Distribusi,0.8101
TXT0317,"kolaborasi multisektor, prtpp terbukti sampai saat ini dan dapat mengarahkan agenda riset prioritas dan mendorong terciptanya solusi yang relevan bagi masyarakat dan industri pangan di brin termasuk pemasok dan off taker yang terlibat di mbg.",Ekonomi,0.9732
TXT0318,mbg hari ini wkwkwkw ayam-gurame-telor🤤 loading protein biar doms nya cepat  sembuh,Kualitas Pangan,0.8589
TXT0319,"mbg ini program sangat mubazir pak dan akan sangat merepotkan dalam praktiknya,alasan simplenya tiap pelajar itu beda2 selera makannya.sekolah swasta terutama yang  berbasis agama itu mahal banget,kenapa pemerintah tidak konsentrasi disitu ya,biar lebih terjangkau",Tata Kelola,0.5613
TXT0320,najis semoga masuk neraka kamu semua yang  ngide mbg,Lainnya,0.46
TXT0321,"ya, 15% mungkin terlalu tinggi. setelah analisis laporan ti juni 2025 soal risiko korupsi sistemik di mbg (konflik kepentingan, kurang regulasi, potensi rugi rp1,8 miliar/tahun/sppg), cpi 37/100, dan temuan kpk maret 2025, saya perkirakan keberhasilan ""tak ada korupsi"" hanya 5%.",Politik,0.9117
TXT0322,kata pemerintah kalau  cuma segitu jumlahnya tidak mengganggu kesuksesan mbg,Anggaran,0.8034
TXT0323,program makan bergizi gratis (mbg) yang digagas pemerintah di bawah kepemimpinan presiden prabowo subianto. tengah mendapat sorotan tajam usai video penemuan larva (diduga belatung) dalam nasi kotak bantuan mbg viral di media sosial. selengkapnya di,Kualitas Pangan,0.8559
TXT0324,"omong kosong kalau presiden bicara  pendidikan akan maju, karena proyek unggulan presiden mbg di copet dari dana pendidikan",Anggaran,0.9098
TXT0325,hebat ya indonesia eh maksudnya presiden prabowo.. tapi tunduk sama trumph. kalau dibandingin antara pujian mbg dan negosiasi dengan as soal tarif impor sih perbandingannya antara bumi &amp; langit..,Politik,0.9176
TXT0326,ada tuh yang benar-benar  terealisasi : mbg tapi sayangnya ada belatungnya dan ada yang beracun 🤣,Kualitas Pangan,0.6571
TXT0327,"bapak presiden ri prabowo subianto melali seskab , tolong lihat video ini dan hentikan kegiatan mbg sebab rakyat tidak membutuhkan tapi keselamatan jiwa, kesehatan dan pangan yang harus di cukupi",Politik,0.9165
TXT0328,yang  penting mbg makan belatung gratis,Kualitas Pangan,0.8575
TXT0329,"makan bergizi gratis di sekolah makin terjamin kualitasnya, pengiriman pakai sop baru yang ketat biar kamu bisa makan tanpa was-was",Kualitas Pangan,0.7619
TXT0330,"penciptaan lapangan kerja ( akan mereduksi biaya mbg). yakin itu..!! peningkatan sarana dan prasarana pendidikan, itu lebih krusial lebih urgent lebih dibutuhkan. peningkatan anggaran mbg, ( hanya menambah besar potensi tjd kkn)",Anggaran,0.9092
TXT0331,bapak zulkifli hasan silakan memberi anak anakmu mbg barangkali nanti jadi kebal racun di masa depan kan itu sebuah hal positif ya kan 🥴,Kualitas Pangan,0.8222
TXT0332,"kemarin dan sekarang  (sedang berlangsung) mbg, sekarang  ditambah lagi  tunjangan rumah anggota dpr.. ah berbahagia lah kalian sekarang  calon penghuni kekal neraka",Distribusi,0.907
TXT0333,alhamdulillah! program presiden prabowo mbg mulai dirasakan masyarakat magetan,Politik,0.8963
TXT0334,"se""enak apaan sihh kwalitas dan rasa menu mbg..??",Kualitas Pangan,0.8586
TXT0335,kalau dilihat dari info pco sih terpisah mas dir antara dana untuk  mbg dan pendidikan. bagaimana  itu mas?,Anggaran,0.9078
TXT0336,mbg coy (makin bodoh  gini) program sek cocok nggo pemerintah jembot,Politik,0.9134
TXT0337,"dari , bahkan dia sekjen nya. anak buah si yang  kemarin bilang banyak kasus siswa keracunan mbg karena  belum terbiasa",Kualitas Pangan,0.863
TXT0338,"pak tidak percaya sich kalau mbg bisa menimbulkan berbagai persoalan kalau melalui vendor, akan hemat dan efisien kalau alokasi anggaran mbg diberikan ke ortu/wali siswa sementara pendamping memberikan penyuluhan setiap 1-2 m8nggu sekali..",Anggaran,0.9079
TXT0339,"mantab pak tambah lagi anggaran mbg, ke sekolah anak saya belum  soalnya, kebetulan banyak pendukung bapak di sini  pasti mereka sudah ingin banget, kalau  anak saya mah gausah, makan di rumah saja  pak, biar jatah nya kasih ke yang  lain aja.",Distribusi,0.9052
TXT0340,dukungan bri pada umkm katering pemasok program mbg: sukses ekspansi dapur dan mampu berdayakan ratusan karyawan,Ekonomi,0.9471
TXT0341,"lagi2 keracunan mbg makan bergizi gratis atau makan beracun gratis ? makanan yang  katanya u/ menaikkan taraf otak pikir anak,spy anak lebih  pandai, standard nya menyedihkan penyediannya amatiran kok malah ingin mengimpor 200 orang sakit dari gaza bung",Kualitas Pangan,0.856
TXT0342,"narkoba senjata pemusnah masal generasi bangsa, mbg dan sekolah rakyat akan sia2 jika peredaran narkoba merajalela , berangus pak",Politik,0.9033
TXT0343,"segitu banyak kasus keracunan mbg, belum ada satupun vendor mbg yang  diusut dan dihukum. apa karena  ada beking kuat aparat?",Kualitas Pangan,0.845
TXT0344,"sewaktu awal ada mbg di sekolah akak, saya masih bawain bekal, tapi berakhir akak ditegur gurunya tidak boleh bawa bekal dan dijamin aman. akak pun pernah lihat sendiri berita keracunan mbg dan bikin dia waswas. tapi iki benar  guendeng!",Distribusi,0.7011
TXT0345,"beberapa hal aneh di pemerintahan indonesia saat ini (2025): 1) revisi uu yang perbanyak pos sipil untuk militer, mirip era otoriter (sumber: nyt). 2) program makan gratis di tengah pengangguran naik dan kritik ekonomi (sumber: nyt, diplomat). 3) upaya hapus pelanggaran ham dari",Politik,0.9157
TXT0346,"bwahahaha enak aja, buat makan keluarga lah sama beli mobil baru, biayain program mbg sama ikn yang  gajetot itu oiya bayar utang negara juga",Anggaran,0.8887
TXT0347,"sedih sangat  ya jadi rakyat(wong cilik)..ditindas atau  diperas disuruh bayar  pjk setinggi mungkin  tapi ksjhtrn hidup makan  menyusut..di negara maju..pjk boleh tinggi tapi kesejahteraan rakyat men8ngkat..sekolah gratis..rumah sakit gratis..klo dinegeri konoha baru ""mbg""..ya kita lht saja  nt",Politik,0.9105
TXT0348,"saya anak sekolah, pas libur dikasih mbg berupa snack, isinya ada telur rebus, telur asin, malkist, susu putih dan coklat, cereal, apel, pir, jeruk, sama kacang rosta",Distribusi,0.9068
TXT0349,"bahlil dan aguan, bikin apa jugak walaupun ""salah &amp; rugikan rakyat banyak"" pasti dibelain negara dan presiden ri ke 8 memang  diapain sih pak? bapak kliatan malah becandain si bahlil? juga si aguan enak benar  hidupnya! secara anak2 sekolahan dapat  mbg keracunan,bpk diam  aja.",Politik,0.705
TXT0350,sekolahan disini mbg hanya bertahan 3 minggu wkwk,Distribusi,0.9071
TXT0351,"anggota komisi vi dpr ri, mufti anam meminta perbankan dari badan usaha milik negara (bumn) untuk ikut mensukseskan program makan begizi gratis (mbg). hal itu ia ungkapkan dalam rapat dengar pendapat (rdp) bersama dirut pt bank mandiri, bni, bri, btn dan bsi pada kamis, 21",Tata Kelola,0.8356
TXT0352,anak-anakku di sekolah swasta. tapi mereka dapat mbg. ini gimn nolaknya ya?,Distribusi,0.9038
TXT0353,korban mbg,Lainnya,0.9294
TXT0354,"stop mbg yang  tidak banyak berguna bagi rakyat. buang2 duit rakyat. rawan penyimpangan, penyelewengan, dan sabotase",Politik,0.886
TXT0355,halah sudah ketauan dari awal. adik  saya pun tidak pernah dapat  mbg di smpnya sama sekali,Distribusi,0.9098
TXT0356,jelas setres karena ada program tidak penting (mbg) yang  anggarannya besar,Anggaran,0.9112
TXT0357,"di nyinyirin curhat..dibilang indonesia gelap curhat..dibilang mbg banyak yang  keracunan curhat..mbok ya dicari solusinya, akar masalahnya agar semuanya bisa diatasi bukan cuma omon- omon doang..as itu otaknya penjajahan pak baik ekonomi juga perang lho",Politik,0.922
TXT0358,"suruh presiden pejabat²mentri, kapolri panglima tni ang mpr dpr makan makanan yang  sama. kita liat reaksi mereka. lagipula akan  hemat anggaran trilyunan kalau  ang makan para pejabat itu disamain sama mbg",Anggaran,0.9105
TXT0359,mbg makanan busuk gratis,Kualitas Pangan,0.8564
TXT0360,bro bfr di sekolah saya saat mbg hp dikumpul alasannya biar kalau  tidak enak tidak bisa ngadu ke sosmed lmao 🤣,Kualitas Pangan,0.873
TXT0361,tabik sama mbg! anak dan ibu jadi prioritas utama,Sasaran Penerima,0.9492
TXT0362,semua anggaran ikn dan mbg dialihkan yang  lebih tepat sasaran mungkin hasilnya akan beda.,Anggaran,0.9061
TXT0363,"ponakanku mbg nya cuma dikasih roti kemasan kaya yang  dijual di warung2 sama telur  asin sebiji, jadi ibunya tetap  kasih  uang buat makan siang",Kualitas Pangan,0.863
TXT0364,ditempat saya malah belum pernah dengar ada sekolah yang dapat mbg.,Distribusi,0.9057
TXT0365,"makan bergizi gratis berjalan saat libur sekolah, begini skemanya lanjutkan mbg keren",Distribusi,0.9038
TXT0366,"kemungkinan sabotase olh oknum pro jokowi bisa sj trjadi,selain tentu karena  terkontaminasi. lebih  baik,alihkan anggaran mbg tuk gratiskan anak2 duafa,infrastruktur jalan +jembatan penyebrangan sungai antar desa..",Anggaran,0.9045
TXT0367,mbg. makan belatung gratis,Kualitas Pangan,0.8571
TXT0368,anak-anakku sampai sekarang sama sekali belum dapat  mbg.,Distribusi,0.9056
TXT0369,mbg 334 trilun bisa buat ini pengobatan dari pada jadi taii..,Anggaran,0.9066
TXT0370,"nmanya juga mbg, makanan beracun gratiss, uppss",Kualitas Pangan,0.8532
TXT0371,"14.6 ton = 14.600 kg ÷ 3 kg = 4.867 kntong. bagi ke sekolah2 bagian program mbg, (gak usah dipotong2 sama dapur mbg, utuh aja), atau bagi2in di lampu merah, bagiin per kendaraan 3kg. malah ngeluarin biaya ngurug tanah buat nimbun🥲. ngerusak harga? tidak akan.",Anggaran,0.9055
TXT0372,"mbg sendiri pakai  vendor terus hubungannya import sapi buat mbg apaan toh makanan yang  di kasih  sejauh saya tahu tidak ada daging, adapun cuma beberapa tempat saja ",Tata Kelola,0.9225
TXT0373,mbg itu kamu yang bikin bengkak anggaran masih diterusin aja.,Anggaran,0.9043
TXT0374,ditempat ku kok belum ada ya mbg ‍,Distribusi,0.9012
TXT0375,mbg gaib,Lainnya,0.926
TXT0376,program mbg yang saat ini berjalan perlu dievaluasi dan diperbaiki agar tepat sasaran dan memberikan dampak positif bagi peningkatan kualitas sumber daya manusia.,Tata Kelola,0.9466
TXT0377,awas kak nanti buzzer mbg menyerang dan reply “wah anak wabah nih”,Lainnya,0.8972
TXT0378,wamen stella itu  pantas nyicipi mbg produk koloni kmp,Lainnya,0.9256
TXT0379,pemerintah memastikan program mbg memberikan kualitas terbaik bagi anak bangsa,Sasaran Penerima,0.9484
TXT0380,program mbg memenuhi kebutuhan gizi anak bangsa,Sasaran Penerima,0.948
TXT0381,memang  bangke mereka..!! teman  anak saya tiap hari di bekali makan sama emaknya karena si anak bilang mbg tak ada rasanya,Kualitas Pangan,0.8697
TXT0382,"mbg 'makan' hampir separuh anggaran pendidikan, pengamat: pendidikan jadi nomor 2",Anggaran,0.9106
TXT0383,"kalau tom lembong dipenjara karena  dianggap merugikan negara harusnya yang  involved di project ikn, mbg, coretax, food estate, pengadaan laptop chrome, dan lain lain masih banyak lagi harusnya diproses dan dipenjarakan juga dong. sudah proven merugikan negara itu mah.",Politik,0.3628
TXT0384,mbg. b nya apa kawan. . .,Lainnya,0.7663
TXT0385,"gizi seimbang di sekolah bisa jadi awal perubahan besar. anak-anak belajar lebih fokus, tubuh lebih sehat, dan masa depan jadi lebih cerah",Sasaran Penerima,0.9488
TXT0386,di wilayah kabupaten yang saya tempati belum semua sekolah dapat mbg. yang dapat adl sekolah² di pusat kabupaten dan kecamatan. sekolah di wilayah gunung yang  jauh justru belum  dapat mbg sampai sekarang.,Distribusi,0.9058
TXT0387,komunikasi pa juga jelek terlalu pede dengan kebijakannya yang kadang bikin masyarakat muak contoh soal kemiskinan &amp; mbg,Politik,0.9153
TXT0388,"ketika kampanye pilpres kemarin  mengusung mbg, mengapa pernyataan sejenis ini tidak viral?",Politik,0.9061
TXT0389,"mohon hentikan. mereka  calon penerus bangsa. berikan saja pekerjaan dan upah layak untuk  orang tua mrk, lebih dari  mbg bisa mereka  dapatkan anggaran mbg untuk  pendidikan, pembangunan, sembako, dan kesehatan saja",Anggaran,0.9044
TXT0390,"dari awal, disarankan ada pengukuran awal sehingga dampak mbg terukur. kayaknya tidak dikerjakan. kalau alasan biaya dan repot, kan bisa dalam  bentuk kelompok kontrol..*eh",Tata Kelola,0.9489
TXT0391,cuih mau dijadikan  tumbal biar tidak kena kasus keracunan mbg dasar pemerintah dzolim,Kualitas Pangan,0.862
TXT0392,"mbg today, ini masih mending ada susu yang  kemarin ayam nya seuprit sayurnya seuprit tidak pakai  susu, silahkan dicoba stel",Kualitas Pangan,0.8608
TXT0393,"danantara bukan janji kampanye diadakan koperasi desa bukan janji kampanye diadakan mbg (makan bodoh  gratis) awut-awutan tetap jalan,bukan sementara distop,perbaiki sistem terus  mau bilang indonesia emas??",Politik,0.917
TXT0394,"kesehatan anak prioritas, program mbg bantu wujudkan itu lewat makan bergizi gratis",Sasaran Penerima,0.9498
TXT0395,"sudah terjadi. dan rasanya ini tidak mungkin permainan 1 orang . buktinya yang bersangkutan hanya digeser posisinya, tidak di proses hukum",Kualitas Pangan,0.6452
TXT0396,kami akan dirikan sekolah rakyat dengan skema boarding (asrama) dan pusat distribusi makanan bergizi gratis (mbg) bagi siswa di pulau barrang lompo dan barrang caddi.,Distribusi,0.9035
TXT0397,dana mbg habis  di markup..,Anggaran,0.9035
TXT0398,siapin mbg gak?,Lainnya,0.9152
TXT0399,"lele busuk buat lauk mbg, anjing sekali  republik ini, ngentot ngentot. segera lakukan evaluasi sama bangun  yah mas “jgn menyalahkan rakyat lagi.",Kualitas Pangan,0.8509
TXT0400,"akan tetapi, natasya menjelaskan belum semua mengintegrasikan mbg dengan edukasi, tidak dilakukannya pengukuran status gizi, proses penjaminan kebersihan, keamanan, dan nutrisi, belum semua aktor memahami peranannya, risiko sampah makanan.",Tata Kelola,0.9508
TXT0401,(( riau bukan sumatera)) ternyata sekolah gratis tak cukup pantas pak prabowo kencang benar dengan  program mbg kira kira program apalagi yaa untuk mencerdaskan orang orang tolol mirip  gini..,Politik,0.9146
TXT0402,potret saya kalau  dapat  mbg. tidak akan cocok apalagi yang  ada maggotnya,Kualitas Pangan,0.8719
TXT0403,yang ngerancang program mbg asbun. yang ngejalanin program mbg delusional. yang makan mbg keracunan.,Tata Kelola,0.9538
TXT0404,"jadi yang benar  mbg bikin tambah pintar  matematika+b.inggris.. atau mbg bikin keracunan? ini pasti karena  siswanya belum ter biasa ""makan enak""",Kualitas Pangan,0.8611
TXT0405,"masih ego sekali  ngelanjutin mbg? mau efesiensi dimana lagi sampai mbg tuntas? bmkg dan brin kena efesiensi itu  berasa sekali  loh.. gempa di poso saya telat tahunya, brin yang perlu riset untuk preservasi kebudayaan indonesia masa harus pakai  duit individu?",Anggaran,0.9017
TXT0406,babinsa koramil 05/waingapu monitoring penyaluran mbg di sdm waingapu,Distribusi,0.9037
TXT0407,sosialisasi program makan bergizi gratis di cibinong: komitmen bersama untuk generasi sehat dan unggul,Sasaran Penerima,0.9467
TXT0408,"update mbg adikku kmrnn, makanannya cuma  kentang, wortel, buncis, bakso (1 biji), dan tahu (1 biji). tanpa nasi dan susu. konsepnya salad mungkin ya, tapi pakai  saos tomat (yg biasanya buat fried chicken) sebanyak 1 bks. wow.",Kualitas Pangan,0.8618
TXT0409,"sekarang anaknya kaga sekolah, otomatis kaga dapat  mbg. memang  pemerintah yang sekarang cerminan rakyat mayoritas si. tolol semua",Politik,0.915
TXT0410,"disuruh datang  bang anaknya di hari  senin, ambil  sembako (beras, telur, makanan ringan, susu, dll) itu buat mbg seminggu tapinga",Distribusi,0.9059
TXT0411,kasih mbg saja ,Lainnya,0.9265
TXT0412,mbg ngeracunin kok tidak kena apa apa,Kualitas Pangan,0.8494
TXT0413,"makan bergizi gratis (mbg) bukan sekadar memberi makan, tapi membangun masa depan. gizi cukup membuat anak sehat dan cerdas, sekaligus menggerakkan ekonomi lokal. mbg adalah investasi untuk generasi unggul dan indonesia sejahtera.",Ekonomi,0.9748
TXT0414,"pak , sudahilah program mbg itu, lebih banyak mudharatnya daripada manfaatnya.",Tata Kelola,0.6482
TXT0415,bhabinkamtibmas kel. buaran brigpol harimas melaksanakan monitoring dan pemantauan makan bergizi gratis di sdn 02 buaran,Distribusi,0.8775
TXT0416,"berarti kalau  danantara misal berhasil salah satu jadi prestasi terbesarnya ya om, ditopang kebijakan populisnya lewat mbg.. wow..",Politik,0.918
TXT0417,"luhut sebut anggaran mbg tembus rp300 triliun pada 2026, sri mulyani buka suara",Anggaran,0.9138
TXT0418,apakah anggaran mbg 300t juga masuk ke anggaran pendidikan?,Anggaran,0.9066
TXT0419,"yang  harusnya dipanggil ya mbg, malah korban ini bagaimana  logikanya.",Tata Kelola,0.7031
TXT0420,"mbg makan jadi t*i, pendidikan bikin pintar ",Politik,0.7931
TXT0421,"ini negara lagi ketar ketir ya sama pemasukan, sementara pengeluaran deres, hambur”in saja  noh ke mbg terus",Anggaran,0.8973
TXT0422,"""dengan anggaran yang sediakan, sekolah diberi tanggung jawab untuk mengadakan mbg. salah satu opsinya dengan metode prasmanan, sehingga makanan yang disajikan masih hangat dan fresh,"" kata charles di jakarta, kamis (14/8/2025).",Tata Kelola,0.9451
TXT0423,aiptu susilo ari bhabinkamtibmas kel. cipondoh makmur melaksanakan monitoring pembagian makanan bergizi gratis (mbg) kepada 257 siswa/i mi dan mts assalam kel. cipondoh makmur rabu 6 agustus 2025 pukul 10.30 wib. kegiatan ini merupakan bentuk hadirnya polri di tengah masyarakat,Distribusi,0.8977
TXT0424,"badan gizi nasional menyebut jumlah penerima manfaat program makan bergizi gratis mencapai 5,5 juta orang, terbanyak kepada siswa sd.",Sasaran Penerima,0.9488
TXT0425,"sumpah ini lebih baik mbg berhenti secepatnya deh, ini kementrian isi nya banyak orang orang tidak kompeten plus tidak punya otak",Tata Kelola,0.9367
TXT0426,kayaknya belum dapat jatah mbg,Distribusi,0.9056
TXT0427,"mbg itu upaya pemerintah untuk memutar ekonomi, jual/beli di tingkat micro, biar aktivitas pasar bergerak dan tumbuh. pertahanan itu duid mati, kamu beli jet buat triliunan buat ditaroh atau dibakar. tidak ada feedback ekonomi. postingan orang ini sudah benar ",Ekonomi,0.9739
TXT0428,"kalau  kalah, maka solusinya: ai, hilirisasi, mbg, kemenyan dan danantara..",Politik,0.9142
TXT0429,"sudah sedemikian sering kasus keracunan mbg, tapi sekali pun saya  belum baca berita penyedia makanannya dipidana.",Kualitas Pangan,0.864
TXT0430,"dipikir pikir jajanan sekolah yang  seada adanya tuh kek aman aman aja, tapi kenapa mbg keracunan terus  sudah",Kualitas Pangan,0.8596
TXT0431,anggaran sebesar itu lebih baik gunakan untuk membangun lapangan kerja yang  layak sehingga anak-anaknya bisa makan bergizi. bukan bagi-bagi cuan untuk mengelola mbg yang  sangat menggiurkan.,Anggaran,0.9039
TXT0432,dan endonesa mah masih ngurusin mbg yang  serba keracunan itu 🫂,Kualitas Pangan,0.8588
TXT0433,ndasmu wok‼ presiden kucing ompong. ngapain masih  sowan2 laporan kamu itu ke rakyat‼ laporin ke rakyat pencapaian2 pemerintahan lu. tidak ada kan? pengangguran naik kemiskinan naik anak2 keracunan mbg utang bengkak neraca defisit menteri2 blunder negara gaduh dan lain,Politik,0.9146
TXT0434,mbg dan semua makanan yang masuk di tuhuh kita bakal kek mana ya nanti,Kualitas Pangan,0.8603
TXT0435,"coba sehari aja, syukur2 tiap hari catering atau jamuan makan baik di kantor ataupun dinas luar para pejabat itu ganti saja  dengan menu mbg. kan katanya bergizi, menambah kecerdasan, cobain sendiri dulu dong.",Kualitas Pangan,0.8488
TXT0436,mbg tuh ada laporan nilai gizinya tidak sih? apa laporan anggaran doang? makin lama kaya makin asal asalan menunya,Tata Kelola,0.5938
TXT0437,"prestasi yang  di maksud : rusuh antri gas lpg, rusuh rekening diblokir, danantara masih tidak jelas, mbg keracunan, kontroversi dwi fungsi tni, dan masih banyak lagi",Politik,0.9204
TXT0438,"kalau makanan dalam menu mbg ada belatung, berarti siapa yang harus dipenjara ?",Kualitas Pangan,0.8575
TXT0439,bagaimana  kita tahu mbg yang  disalurkan sesuai dengan  yang  ditagih ke pemerintah ya?? celah korupsi,Distribusi,0.8957
TXT0440,"menteri keuangan sri mulyani memproyeksikan anggaran untuk mbg bakal melonjak hingga 240t di tahun 2026. anggaran mbg di 2025 mencapai 71t, dalam apbn 2025. maka kenaikan pada 2026 mencapai 238%. menurut smi, kenaikan ini mempertinbangkan target jumlah penerima yang masih",Anggaran,0.9076
TXT0441,daerah mana yang masih ada mbg ..??,Distribusi,0.9044
TXT0442,money laundering ini si. cek sekitar kita banyak yang  tanya  mbg itu ada atau tidak ,Tata Kelola,0.8355
TXT0443,program mbg untuk menunjang kesehatan para pelajar,Sasaran Penerima,0.9475
TXT0444,di barak dapat  mbg tidak yis,Lainnya,0.8439
TXT0445,nca tiap hari makan mbg bagaimana  ya dia,Lainnya,0.3602
TXT0446,"hingga semester | 2025, alokasi untuk mbg telah terealisasi sebesar rp5 triliun yang disalurkan melalui 1.863 satuan pelayanan pemenuhan gizin (sppg)/dapur umum.",Anggaran,0.9096
TXT0447,"kenaikan gaji pns itu berbanding lurus dengan kenaikan daya beli. semakin gaji pns naik, semakin baik daya beli. mbg buat apa.",Anggaran,0.8666
TXT0448,"jadi galau, program mbg ini benar-benar  bikin omset kami penjual makanan di sekolahan turun drastis, plus harga bahan2 makanan terutama bawang di pasar jadi mahal sekali  karena  permintaan yang  besar dari penyedia layanan mbgnya",Ekonomi,0.9362
TXT0449,"daerah saya kabupaten di sumatera, tidak ada tuh mbg mbg, mbg ini memang khusus jawa saja  kahh?? atau khusus kota² besar saja ",Distribusi,0.9039
TXT0450,"pernah dengerin yang kerja di mbg mereka pun defensive dengan alasan ""namanya saja  mbg (makanan bergizi gratis) jadi ya gizinya begitu  deh.. maksud kamu begitu  deh??",Kualitas Pangan,0.8212
TXT0451,"cetak generasi sehat, program mbg sasa hingga pelosok",Sasaran Penerima,0.9442
TXT0452,sumpah kocak sekali  adik saya disuruh ke sekolah pas libur buat ambil  mbg,Distribusi,0.9042
